topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
66,103,66_information security_security_cyber_information,security; information security; information; cyber security; security awareness; security; information; important; institutions; organizations; standards; enterprise,0.1793359186596775,0.1289960116674873,-0.22,no_trend,,,,,logit,-0.137840751898421,0.1447526043387375,0.1748310675779556
32,99,32_education_distance education_students_distance,education; students; distance education; distance; distance learning; web distance; educational; education; distance; students; classroom; instructor,3.406067100364396e-06,5.277223991129176e-08,-0.78,decreasing,,,,,logit,-0.8659360612353495,6.6316266923964265e-19,1.2334825647857353e-17
39,98,39_routing_ad hoc_hoc_ad,wireless; wireless; transmission; ieee; rts; mac; layer; qos; channel; throughput; access; directional,0.003760736671546,0.0016164569904013,-0.4533333333333333,decreasing,,,,,logit,-0.4477387249996009,1.8965873702697505e-06,5.68976211080925e-06
35,98,35_spam_social_fake_media,social; social media; media; social; media; platforms; twitter; tweets; content; users; internet; people,0.001722623092445,0.0005893184263627,0.49,increasing,,0.0394472479820251,0.0197236239910125,0.0273427487195897,logit,0.7978945417539253,6.983768502224506e-08,2.952229412303995e-07
49,96,49_spatial_fuzzy_gis_spatiotemporal,gis; information; geographic information; information; geographic; gis; geographical; web; users; maps; site; geo,7.22733060896652e-05,1.0143621907321432e-05,-0.6333333333333333,decreasing,,,,,logit,-0.7001256748895734,2.6183326763020705e-13,1.873114914585328e-12
46,96,46_software_component_domain_development,software; component oriented; component; oriented; oriented software; software development; software product; software; oriented; coseml; cose; component,4.22172714387159e-06,1.1480609685143861e-07,-0.76,decreasing,,,,,logit,-0.8645171201294056,2.4300270358887077e-18,3.766541905627497e-17
43,96,43_cache_memory_soft_reliability,memory; dram; memory; access; dram; latency; row; critical; sram; voltage; transistor; energy,1.0,1.0,0.0,no_trend,,,,,logit,-0.1571216557908508,0.1130346259048749,0.1460030584604634
30,95,30_signals_brain_emotion_stress,eeg; eeg signals; signals; brain; brain computer; electroencephalography; eeg; signals; electroencephalography; brain; electrical; activity,1.0222724049047116e-05,5.380381078445851e-07,0.71,increasing,,,,,logit,0.6898323014877996,1.6129856558182108e-06,5.000255533036453e-06
67,95,67_testing_test_software_test cases,test; software; testing; software testing; test cases; test case; test automation; software test; mutation testing; tests; test; testing,0.0880510877161479,0.0579283471816762,0.2733333333333333,no_trend,,,,,logit,0.1607229297471303,0.1413608272367005,0.174826287157022
56,94,56_gene_cancer_biological_expression,gene; cancer; gene expression; genes; expression; expression data; gene; expression; genes; cancer; types; different,0.2179104333774979,0.1605655824886827,0.2,no_trend,,,,,logit,0.0669349763347183,0.542952786704308,0.5972546854726004
33,93,33_scheduling_cloud_load_computing,cloud; computing; cloud computing; virtual machines; computing; cloud; virtual; machines; energy; consumption; physical; machine,0.3978663538022027,0.3141050161596337,-0.1466666666666666,no_trend,,,,,logit,-0.191566362849348,0.0527004632081383,0.0754022012054903
58,92,58_speaker_sound_audio_speech,recognition; speaker recognition; mel; mfcc; recognition; cepstral; mfcc; coefficients; mel; frequency; extraction; feature,0.3353315192897639,0.2617939054104297,0.1633333333333333,no_trend,,,,,logit,-0.0017439641592706,0.9868332752645852,0.9946289142925314
53,89,53_positioning_indoor_location_gps,indoor; positioning; indoor positioning; location; rssi; positioning systems; indoor localization; location; indoor; positioning; rssi; beacon,0.907468033807912,0.8517463124337419,0.03,no_trend,,,,,logit,-0.0629067651770752,0.5458779383351724,0.5972546854726004
68,88,68_network_plane_networking_controller,sdn; software defined; controller; defined networks; software; software; defined; controller; sdn; devices; access; plane,0.1013074873250401,0.0684269870528779,0.2633333333333333,no_trend,,,,,logit,0.1697996737842222,0.1428687938057384,0.174826287157022
72,88,72_robot_robots_mobile robot_environment,robot; robots; mobile robot; environment; mobile; mobile robots; robot; robots; mobile; environments; environment; obstacles,0.4291180036903603,0.3500699503789781,-0.1366666666666666,no_trend,,,,,logit,-0.1045441187154545,0.3165443876590645,0.3634398524974445
38,88,38_sleep_signals_heart_sounds,sleep; signals; apnea; ecg signals; signal; signals; signal; eeg; staging; apnea; sleep; disorders,0.000496834176225,0.0001133130577355,0.55,increasing,,,,,logit,0.3777934369419577,0.0026695626731134,0.0049653865719909
48,87,48_character_character recognition_recognition_ocr,recognition; character; character recognition; ocr; optical character; recognition; character; optical; ocr; printed; segmentation; documents,0.9378898441146902,0.8885272207402328,0.0233333333333333,no_trend,,,,,logit,0.0007216133168117,0.9946289142925316,0.9946289142925314
37,87,37_robot_action_manipulation_robots,robot; robots; action; failure; robotic; actions; robot; environment; action; actions; failures; failure,0.0737896982448271,0.0466040199441013,0.2866666666666667,increasing,,,,,logit,0.2242434545813275,0.0572511646513175,0.0794680345160079
34,85,34_android_malicious_detection_analysis,malware; malware detection; android malware; malware; feature; obtained; files; features; accuracy; machine; different; hybrid,9.606752254871507e-05,1.685395132433598e-05,0.61,increasing,,,,,logit,0.5061079259191675,0.0001915103093174,0.0004344014333297
41,85,41_facial_emotion_expressions_emotions,facial; facial expression; facial expressions; recognition; emotion recognition; expression; expressions; expression recognition; face; facial; expressions; expression,0.0008459642555531,0.0002300429115977,0.5266666666666666,increasing,,,,,logit,0.4977484935460836,0.0002021091142164,0.0004475273243365
55,84,55_path_planning_path planning_robots,path planning; path; planning; planning; path; shortest; paths; environments; dynamic; obstacle; obstacles; moving,0.9887262378144852,0.9627071262930512,-0.01,no_trend,,,,,logit,-0.1880580485677235,0.0773989408907509,0.10432031163536
71,84,71_ontology_semantic_web_semantic web,semantic; semantic web; web; semantic; web; rdf; relational; databases; stored; access; query; sparql,0.0737896982448271,0.0466040199441013,-0.2866666666666667,decreasing,,,,,logit,-0.5621143660203199,3.469971832464772e-08,1.5367018115201133e-07
42,83,42_students_student_education_data mining,students; student; education; educational; educational data; students; student; academic; achievement; educational; education; institutions,0.0013095000707712,0.0003905526526861,0.5033333333333333,increasing,,,,,logit,0.4943211328277528,0.000252515863309,0.00054613896018
52,80,52_segmentation_images_age_mr,images; ray images; deep; images; accuracy; dataset; deep; health; score; diagnosis; tooth; teeth,0.0011372306729953,0.0003291983527091,0.5066666666666667,increasing,,,,,logit,0.8690802169547088,6.486587354370727e-07,2.320202399832606e-06
65,79,65_clustering_kmeans_clustering algorithms_data,clustering; clusters; cluster; clustering algorithms; clusterings; clustering algorithm; data clustering; stream clustering; clustering; cluster; clusters; compared,0.6256128571097342,0.543295375911085,0.09,no_trend,,,,,logit,-0.1053862404195227,0.3409418281502474,0.3866779270484513
44,79,44_sign_language_signs_recognition,sign language; sign; language; turkish sign; language recognition; signs; tsl; sign languages; language; sign; signs; turkish,0.2092937909826328,0.1523805671189344,0.2066666666666666,no_trend,,,,,logit,0.0585787932875976,0.6181858290773576,0.6669214757160434
62,78,62_password_passwords_public key_authentication,security; secure; attacks; security; secure; schemes; protocols; attack; dictionary; attacks; password; passwords,8.432403898919587e-05,1.2574637393125698e-05,-0.6266666666666667,decreasing,,,,,logit,-0.5108524452813459,8.207796231607581e-07,2.726160891212518e-06
57,77,57_reality_augmented reality_augmented_virtual,reality; augmented reality; augmented; virtual reality; reality technology; reality; augmented; mobile; devices; camera; unity; game,0.0016790147221596,0.0005568265188262,0.49,increasing,,,,,logit,0.3614271592277771,0.0060935164188876,0.0103035823083009
70,77,70_5g_cell_network_radio,handover; mobile; mobile; user; handover; mobility; delay; lte; efficiency; traffic; coverage; energy,0.4544058190795454,0.3746854999427831,0.13,no_trend,,,,,logit,0.0418470327775767,0.7258964533156913,0.7500930017595477
45,77,45_covid19_pandemic_virus_disease,disease; 19 disease; lung; disease; diagnosis; tomography; images; lung; chest; respiratory; pneumonia; deep,0.0016790147221596,0.0005596715740532,0.37,increasing,,0.0322260856628418,0.0161130428314209,0.022337420417682,logit,1.7230279445464358,1.3892152466038032e-11,7.599824584361982e-11
59,77,59_sparse_partitioning_parallel_matrix,parallel; parallel; memory; shared; distributed; mpi; hybrid; replication; sgd; factorization; tensor; messages,0.5677483806244403,0.4830841484260588,-0.1033333333333333,no_trend,,,,,logit,-0.2107816996725029,0.0556224768003542,0.0783771264004992
98,75,98_iot_computing_fog_things,iot; internet things; things; internet; mqtt; iot devices; internet; things; iot; protocols; protocol; mqtt,0.0017872096765754,0.0006427683924525,0.4533333333333333,increasing,,,,,logit,0.7414608269856795,7.450142278318863e-06,2.16519759963642e-05
51,75,51_activity_activities_sensors_wearable,activity recognition; activity; recognition; human activity; human; activities; human activities; recognition; human; activity; activities; smart,0.0013329507877728,0.000411848099225,0.49,increasing,,,,,logit,0.4337327815434424,0.0021129249682509,0.0042717830879856
81,75,81_traffic_transportation_road_travel,traffic; traffic flow; traffic speed; traffic light; traffic lights; traffic; flow; long; lstm; term; forecasting; estimation,0.0176992819144534,0.0083838703805305,0.3766666666666666,increasing,,,,,logit,0.2651416409337969,0.0417727554604506,0.0616645437749509
63,75,63_virtualization_cloud_cloud computing_peertopeer,cloud; cloud computing; computing; security; service; cloud; computing; sector; security; service; vulnerabilities; technologies,0.4291180036903603,0.3500699503789781,-0.1366666666666666,no_trend,,,,,logit,-0.1956298788046847,0.0745766619469133,0.1019945523685726
54,74,54_summarization_text_legal_summaries,text summarization; text; texts; citation recommendation; text; different; important; scientific; citation; recommendation; articles; article,0.0031453607521357,0.0013243624219518,0.4533333333333333,increasing,,,,,logit,0.5387685357341488,0.000317574321431,0.0006712366339338
77,74,77_object_distributed_simulation_java,hla; simulation; level architecture; federates; federation; architecture hla; simulation; modeling; hla; level; federates; federation,1.6701821290387998e-05,1.465072043016491e-06,-0.69,decreasing,,,,,logit,-0.9734480134747842,4.510536564970187e-17,4.660887783802527e-16
50,73,50_dr_disease_vessels_diagnosis,retinal; images; vessels; images; retinal; optic; disc; lesions; vessel; net; processing; vessels,0.0004125349028699,8.684945323578219e-05,0.5566666666666666,increasing,,,,,logit,0.6013242949185179,0.0001205383684439,0.0002950017964549
64,72,64_database_nosql_databases_hadoop,nosql; database; databases; nosql databases; relational; distributed database; database; databases; relational; nosql; mongodb; sql,0.7458627082737791,0.6738934995806951,0.0633333333333333,no_trend,,,,,logit,-0.0699387323434738,0.5456195131498232,0.5972546854726004
97,67,97_arithmetic_circuits_fpga_processor,hardware; vhdl; hardware description; hardware; designed; vhdl; description; language; speed; gate; array; programmable,0.1663911858177105,0.116765744433481,-0.2266666666666666,no_trend,,,,,logit,-0.344379725400607,0.0023962358035835,0.0046427068694431
91,66,91_entity_named entity_entity recognition_named,named entity; entity recognition; ner; entity; named; recognition; word; entity; recognition; named; ner; features,0.001740285603741,0.0006106265276284,0.48,increasing,,,,,logit,0.415257852541005,0.0049492253436872,0.0086844897540172
79,66,79_usability_egovernment_citizens_government,government; information; services; citizens; information; service; services; ministry; citizens; government; iraq; iraqi,0.0622123613151856,0.0376548502697176,-0.3,decreasing,,,,,logit,-0.2353188868974613,0.0411964503423122,0.0616645437749509
69,66,69_programming_students_game_software,students; students; student; education; educational; teaching; school; language; programming; languages; skills; cognitive,0.037703150548592,0.0205052222281816,0.33,increasing,,,,,logit,0.3056081938568979,0.0281665861310814,0.0429425001670586
87,65,87_iot_security_authentication_rfid,iot; security; devices; internet things; internet; things; security; iot; internet; things; devices; smart,0.0381314252205156,0.021072629727127,0.33,increasing,,,,,logit,0.2288338083590957,0.1018233458405691,0.1352795880453275
103,65,103_question_answering_questions_answer,language; natural language; natural; language processing; language; natural; processing; nlp; field; success; understanding; dataset,0.2282611436149347,0.1721970030779331,0.1966666666666666,no_trend,,,,,logit,0.2758082943874523,0.0497578800514896,0.0723044194498209
83,64,83_graph_resampling_gpus_gpu,graph; multi gpu; graph; graphs; gnn; gnns; training; multi; partitioning; neural; deep; efficiency,0.0001712934999981,3.1554065789141106e-05,0.5866666666666667,increasing,,,,,logit,0.6160498562109282,0.0001575496381885,0.0003671636649943
61,63,61_brain_tumor_mri_mr,brain; tumor; tumors; brain tumors; brain tumor; brain; tumor; tumors; early; meningioma; glioma; diagnosis,0.0008787319080114,0.0002466615882137,0.4866666666666667,increasing,,,,,logit,1.1136327561963055,3.321460934819552e-07,1.2653369693179064e-06
74,62,74_ip_voip_protocol_mobile,protocol; mobile ip; mobile; protocols; mobile node; protocol; wireless; mobile; node; home; mobility; host,0.0007602478601142,0.0002000652263458,-0.53,decreasing,,,,,logit,-0.9021191845402892,3.647887631954179e-13,2.423239641226705e-12
73,61,73_translation_machine translation_machine_turkish,translation; machine translation; machine; morphological; translation; machine; rules; morphological; morphology; turkic; related; grammar,0.0190616947636126,0.0095308473818063,-0.3733333333333333,decreasing,,,,,logit,-0.4680958628123657,9.721308026301195e-05,0.0002443463909313
88,61,88_architecture_maintainability_software_services,microservice; microservices; microservice architecture; software; microservice architectures; software; development; independent; microservice; microservices; scalability; deployment,0.0565831146680461,0.0327586453341319,0.3066666666666666,increasing,,,,,logit,0.4567015606951789,0.0031730379405957,0.0057861280093216
78,60,78_action_actions_human_recognition,action recognition; action; recognition; human actions; actions; videos; human action; activity recognition; dataset; recognition; action; datasets,0.0176992819144534,0.0080977014729524,0.3766666666666666,increasing,,,,,logit,0.1757559534656123,0.2192758576986497,0.2581348704553725
96,55,96_wireless_wireless network_security_wireless networks,wireless; wireless networks; wireless network; wireless local; local area; wired; wireless; area; local; wlan; standards; wired,4.522427489597192e-05,5.950562486312094e-06,-0.6466666666666666,decreasing,,,,,logit,-0.7475330464676153,3.93972586222974e-09,1.831972525936829e-08
99,54,99_disease_neurological_brain_diagnosis,alzheimer; disease; alzheimer disease; diagnosis; parkinson disease; disease; early; alzheimer; diagnosis; stages; adni; mri,0.0003463460047164,6.987682551296004e-05,0.5166666666666667,increasing,,,,,logit,1.335047997422346,3.401443465908351e-07,1.2653369693179064e-06
76,52,76_cards_card_payment_biometric,security; security; transactions; online; payments; wallet; electronic; commerce; credit; pos; pin; attendance,0.0022524565455415,0.0009088859745167,-0.4766666666666667,decreasing,,,,,logit,-0.5245218943491259,4.111807166791855e-05,0.0001092565904318
85,52,85_control_stability_sliding_controller,literature; obtained; equilibrium; numerical; neural; conditions; parameters; delay; time; stability; descent; lyapunov,0.3353315192897639,0.2617939054104297,-0.1633333333333333,no_trend,,,,,logit,-0.3723712763652055,0.0052052052802413,0.00896452020486
90,50,90_rehabilitation_virtual reality_exercise_reality,treatment; therapy; developed; development; treatment; technology; therapy; physical; patient; patients; rehabilitation; exercises,0.0024906484820386,0.0010268463039984,0.46,increasing,,,,,logit,0.4049285983410914,0.015252058581185,0.0248728644978019
89,50,89_industry_digital transformation_transformation_digital,digital; digital transformation; technology; customer; business; digital; digitalization; transformation; marketing; media; social; commerce,0.2204837416761803,0.1643957723024152,0.1866666666666666,no_trend,,,,,logit,0.8375759572091382,4.929953009351534e-05,0.0001273571194082
75,50,75_hiding_secret_hidden_cover,steganography; image steganography; security; steganography; security; encryption; aes; des; key; steganographic; communication; cryptology,0.9899657744208344,0.9812818641188972,0.0066666666666666,no_trend,,,,,logit,-0.1579391528046828,0.2439693327008145,0.2836143492646969
86,49,86_access control_access_control_authorization,access control; access; role access; control policies; access; role; policies; policy; formal; ontology; web; defined,0.0179854052528108,0.0088349359136614,-0.3766666666666666,decreasing,,,,,,,,
111,48,111_posts_influential_users_social,microblogging; users; information; information; users; people; share; contributions; microblogging; news; post; posts,0.068596814270166,0.0421208508676458,0.2833333333333333,increasing,,,,,,,,
101,48,101_streaming_video_coding_packet,video; coding; video coding; video; coding; scalable; standard; codes; error; correction; packets; file,0.0179854052528108,0.0088349359136614,-0.3766666666666666,decreasing,,,,,,,,
80,47,80_vehicles_ad hoc_routing_hoc,traffic; traffic; safety; road; dissemination; message; transportation; realistic; high; scenarios; mobility; vehicle,0.4711987036926647,0.3967989083727703,0.1233333333333333,no_trend,,,,,,,,
82,47,82_encryption_chaotic_image_secret,encryption; image encryption; chaotic; chaotic maps; chaotic systems; encryption; tests; entropy; randomness; chaotic; map; maps,0.8768160727157305,0.8151529946569251,0.0366666666666666,no_trend,,,,,,,,
93,47,93_genome_read_dna_reads,sequencing; reads; hts; dna sequencing; sequencing; technologies; reads; hts; throughput; high; mapping; read,0.0207785031279906,0.0109360542778897,0.36,increasing,,,,,,,,
108,45,108_automata_finite_qualitative_quantum,state identification; state; state; states; checking; given; fault; ambient; calculus; identification; sequences; sequence,0.0246841589301737,0.013208190304742,-0.3566666666666667,decreasing,,,,,,,,
84,44,84_fraud_credit_fraud detection_credit card,fraud; fraud detection; credit; credit card; card fraud; card; fraudulent; transactions; credit cards; fraud; credit; card,0.0018875830976018,0.0007285408446884,0.4633333333333333,increasing,,,,,,,,
105,44,105_education_students_children_teachers,education; children; teachers; mentally; educational; education; teachers; training; children; mentally; disabled; individuals,0.0022524565455415,0.0009010555096731,-0.4766666666666667,decreasing,,,,,,,,
102,44,102_digital_image_transform_discrete,image; image watermarking; images; image forgery; transform; image; images; transform; discrete; cosine; domain; block,0.9482028116292566,0.9066149690139382,0.02,no_trend,,,,,,,,
106,43,106_sensor_coverage_deployment_wireless sensor,sensor; wireless sensor; wireless; sensor networks; nodes; wsns; sensor nodes; sensors; wsn; sensor; wireless; nodes,0.4711987036926647,0.394695583352703,0.1233333333333333,no_trend,,,,,,,,
95,43,95_expressions_mathematical_syntax_programming,programming; interpreter; language; programming; languages; functional; language; program; interpreter; lexical; flight; gui,0.0616745744228804,0.0367883426382094,-0.3,decreasing,,,,,,,,
110,42,110_congestion_queue_tcp_packet,packet; packets; packet; according; packets; number; delay; loss; rate; throughput; dropped; drop,0.0089013433943534,0.0039040979799795,-0.4133333333333333,decreasing,,,,,,,,
