topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
10,155,10_protein_proteins_drug_interactions,protein; proteins; drug; amino; prediction; protein protein; interactions; amino acid; protein interactions; acid; binding; drug target; drugs; ligand; acids,0.3273663681489109,0.2524605042504313,-0.1666666666666666,no_trend,,,,,logit,-0.2297886050724274,0.0029768306577998,0.0058773323243741
11,153,11_stock_price_market_financial,stock; stock market; price; market; stocks; financial; trading; technical analysis; prices; stock price; technical indicators; lstm; data; learning; indicators,1.73881175359325e-05,1.113888704384891e-06,0.69,increasing,,0.0808427333831787,0.0202106833457946,0.0362126832643973,logit,0.7987195172558849,8.784004714157877e-12,5.202833561462743e-11
12,151,12_energy_electricity_solar_consumption,electricity; energy; solar; electricity consumption; wind; consumption; forecasting; electrical energy; solar energy; data; renewable; renewable energy; solar radiation; energy potential; energy sources,9.870036823672274e-05,1.4219544576477006e-05,0.62,increasing,,0.0883814096450805,0.0220953524112701,0.0395895569088242,logit,0.7520027353305637,6.189672365677959e-11,2.8035574832776634e-10
13,150,13_rendering_graphics_3d_tracing,ray tracing; ray; rendering; tracing; gpu; wave propagation; graphics; volume rendering; gpus; volume; wave; direct volume; bvh; scene; mesh,2.2111366990114806e-05,1.6864601941612989e-06,-0.6866666666666666,decreasing,,,,,logit,-0.7158464161396477,1.6025951979912256e-20,3.084995756133109e-19
14,149,14_sensor_sensor networks_wireless sensor_wireless,sensor; wireless sensor; sensor networks; wireless; energy; network lifetime; lifetime; sensor nodes; nodes; wsns; network; routing; networks; sink; sensor network,0.0152292970934679,0.0070984011876333,-0.3866666666666666,decreasing,,,,,logit,-0.7838016567756245,6.083083436401701e-23,1.5613247486764367e-21
15,144,15_blockchain_contracts_decentralized_smart,blockchain; blockchain technology; smart contracts; contracts; smart contract; contract; smart; bitcoin; ethereum; technology; cryptocurrencies; cryptocurrency; transactions; ledger; transaction,9.814566556337612e-05,1.3307886856051e-05,0.6033333333333334,increasing,,0.0857056379318237,0.0214264094829559,0.038390972082644,logit,1.1340538100190527,4.660869359318844e-15,3.987632674083899e-14
16,140,16_3d_depth_shape_object,3d; object; point cloud; stereo; point clouds; reconstruction; objects; depth; images; camera; dimensional; point; shape; laser; clouds,0.2942740490575292,0.2244463086032002,-0.1766666666666666,no_trend,,,,,logit,-0.2202460609371549,0.007280360907312,0.0136728729234884
17,137,17_software_code_metrics_defect,defect; software; defect prediction; software defect; defects; prediction; bug; software defects; data; code; model; quality; software development; projects; project,0.0187236389394365,0.0093618194697182,0.3733333333333333,increasing,,,,,logit,0.1721832331409935,0.0610863008504434,0.0887480219902668
18,136,18_optimization_algorithm_algorithms_optimization algorithm,algorithm; optimization; algorithms; abc; search; abc algorithm; bee; optimization algorithm; bee colony; pso; colony; swarm; artificial bee; continuous optimization; heuristic,0.2942740490575292,0.2244463086032002,0.1766666666666666,no_trend,,,,,logit,-0.0412362523686423,0.637837823126805,0.6727878408323834
19,125,19_gene_genes_expression_feature selection,cancer; gene; gene expression; genes; expression; data; molecular; biological; disease; patients; rna; microarray; protein; mirna; survival,0.004710318500718,0.0018362258562121,0.44,increasing,,,,,logit,0.163391465005777,0.0957391220992171,0.134034770938904
20,118,20_brain_signals_emotion_stress,eeg; eeg signals; bci; brain; signals; brain computer; epileptic; epilepsy; computer interface; electroencephalography; seizures; eeg data; classification; electroencephalography eeg; brain signals,7.781229023932449e-06,1.978278565406555e-07,0.7366666666666667,increasing,,,,,logit,0.6621357949443534,1.8816756276710922e-07,6.299522753507569e-07
21,116,21_optimization_route_routing_algorithm,vehicle routing; salesman; routing; tsp; algorithm; traveling salesman; vehicle; optimization; algorithms; traveling; route; ant; ant colony; colony; time,0.652427720352571,0.5750210416666728,0.0833333333333333,no_trend,,,,,logit,-0.0290769080263378,0.7555189404352973,0.7654599791252354
22,115,22_text_text classification_classification_documents,classification; text; web; text classification; categorization; data; pages; documents; web pages; news; mining; text categorization; learning; websites; machine,0.1024368324514377,0.0616357212207803,0.27,no_trend,,,,,logit,0.1348800014403618,0.1710326082122992,0.2270605315921904
23,109,23_turkish_sentence_parsing_language,turkish; sentence; parsing; sentences; parser; dependency parsing; syntactic; dependency; phrase; language; semantic; morphological; noun; word; grammar,6.920445429958733e-05,8.16546668325202e-06,-0.64,decreasing,,,,,logit,-0.5879462800537144,5.866374181782586e-11,2.8035574832776634e-10
24,107,24_social_link_networks_community,networks; link prediction; network; complex networks; link; community; social; social networks; community detection; centrality; prediction; communities; nodes; complex; social network,0.0342657573595292,0.0185848175509311,0.3366666666666666,increasing,,,,,logit,0.092771159271079,0.3670996463886903,0.4458826164626235
25,105,25_password_security_authentication_passwords,signature; cards; payment; security; public key; card; nfc; smart cards; mobile; electronic; electronic signature; pki; smart card; smart; mobile payment,1.73881175359325e-05,1.054484505047526e-06,-0.7,decreasing,,,,,logit,-0.6508189791261513,7.070144922845579e-13,4.536676325492579e-12
26,100,26_xml_enterprise_management_electronic,erp; business; enterprise; erp systems; resource planning; enterprise resource; edi; management; software; planning; commerce; sap; erp software; document management; companies,6.920445429958733e-05,7.771639621623194e-06,-0.64,decreasing,,,,,logit,-1.253783363653561,1.8378120107916234e-29,1.4151152483095498e-27
27,98,27_generative_image_generative adversarial_adversarial,image; discriminator; gan; gans; generative; images; adversarial; generative adversarial; adversarial networks; image generation; style; model; networks; models; generation,4.472937954174744e-05,4.169687923383236e-06,0.63,increasing,,0.025836169719696,0.025836169719696,0.0283839335461729,logit,1.01116402817072,1.225609364088423e-09,4.966943212358347e-09
28,97,28_agent_agents_services_web services,agent; web services; web; services; agents; service; semantic web; semantic; composition; matchmaking; web service; service composition; multiagent; event calculus; owl,0.0003377634777137,6.297285177714329e-05,-0.57,decreasing,,,,,logit,-1.1550458535152333,5.139256605851813e-27,1.978613793252948e-25
29,96,29_privacy_sensitive_data_privacypreserving,privacy; data; privacy preserving; anonymization; preserving; genomic; sensitive; hiding; data utility; location; preserving data; encrypted; genomic data; information; utility,0.2179197393387145,0.1523805671189344,0.2066666666666666,no_trend,,,,,logit,-0.0914425732162835,0.370603733163739,0.4458826164626235
30,94,30_defects_quality control_defect_fabric,defect; defect detection; fabric; defects; quality control; detection; production; image; quality; images; steel; control; image processing; learning; fabrics,0.0008629584953418,0.0001974566048663,0.5333333333333333,increasing,,,,,logit,0.4595604478013389,0.0002806373626204,0.0006970669974765
31,93,31_reinforcement_reinforcement learning_game_agents,reinforcement learning; reinforcement; learning; agent; rl; environment; policy; reward; drl; pruning; deep reinforcement; model; rewards; environments; deep,0.847529556732226,0.7972523796379414,-0.04,no_trend,,,,,logit,0.0563567613852685,0.5954479944037636,0.6457675432266169
32,92,32_maintenance_fault_industrial_predictive,predictive maintenance; maintenance; fault; data; vibration; learning; fault diagnosis; rul; remaining useful; bearing; fault detection; predictive; machine; faults; useful life,0.004710318500718,0.0018034805630866,0.4433333333333333,increasing,,,,,logit,0.6224076992475962,9.912645871608784e-06,2.935668200437986e-05
33,90,33_android_malicious_detection_files,malware; ransomware; malware detection; malicious; malicious software; detection; analysis; dynamic analysis; software; learning; cyber; attacks; techniques; worms; static,0.0001140865968823,1.8369875769197463e-05,0.61,increasing,,,,,logit,0.490408355057582,0.0001848731249745,0.0005084010936801
34,87,34_disease_heart_machine_machine learning,disease; heart; learning; machine; heart disease; machine learning; diseases; thyroid; data; patients; algorithms; diagnosis; dataset; sepsis; prediction,0.0122018173763707,0.0052736668321602,0.3966666666666666,increasing,,,,,logit,0.4269916525944637,0.0008569501702152,0.0017833827866642
35,87,35_sign_language_hand_signs,sign language; sign; language recognition; language; slr; turkish sign; recognition; tsl; signs; sign languages; deaf; nonmanual; gestures; turkish; hearing,0.2148828741338783,0.1475043458037639,0.21,no_trend,,,,,logit,-0.0529998307737995,0.6223213252743928,0.6655380839740034
36,86,36_agile_software_software development_development,agile; scrum; software development; software; agile software; development; extreme programming; project management; process; project; projects; waterfall; agile waterfall; extreme; failure factors,0.652427720352571,0.5747425918205407,-0.0833333333333333,no_trend,,,,,logit,-0.219460758875415,0.0316127886420551,0.0477291122634949
37,84,37_security_information security_cyber_information,security; cyber; information security; cyber security; information; security awareness; awareness; warfare; attacks; cybersecurity; systems; national; enterprise; cyber warfare; threats,0.3584968780533888,0.2825441496522471,0.1566666666666666,no_trend,,,,,logit,0.1002513635068519,0.3779330280755869,0.4477052794126184
38,81,38_summarization_text_text summarization_legal,summarization; text summarization; text; abstractive; summaries; legal; extractive; texts; rouge; citation recommendation; turkish; citation; abstractive summarization; sentences; articles,0.0107436680057898,0.0045524016973685,0.4033333333333333,increasing,,,,,logit,0.3328977633384548,0.0105735022135079,0.0180924371208913
39,79,39_robot_action_robots_manipulation,robot; learning; manipulation; skill; robots; affordances; action; sensorimotor; model; rl; task; reward; ac; robotic; object,0.0233268784814269,0.0120588100624325,0.36,increasing,,,,,logit,0.3012933007444341,0.0193587435663369,0.0298124650921588
40,77,40_education_distance education_distance_students,education; distance education; learning; exam; distance; students; web distance; distance learning; web; content; scorm; learning management; exams; learning objects; educational,1.73881175359325e-05,1.1788554261649151e-06,-0.6966666666666667,decreasing,,,,,logit,-0.9644581556951474,1.4261391955445584e-17,1.8302119676155167e-16
41,75,41_software_component_domain_development,component oriented; software; component; oriented; oriented software; coseml; domain; dsl; software engineering; variability; product line; development; software product; engineering; modeling,3.5196689378569346e-06,5.965540572638872e-08,-0.7766666666666666,decreasing,,,,,logit,-0.9341055205854556,1.8766017757893302e-16,2.0642619533682635e-15
42,74,42_search_query_search engines_search engine,search; search engine; search engines; web; query; engines; inverted; engine; inverted index; index; engine optimization; seo; pagerank; pages; crawling,0.0105255392748296,0.0043707747836156,-0.41,decreasing,,,,,logit,-0.5210630379545201,1.5630246742614357e-06,4.814115996725221e-06
43,74,43_positioning_indoor_location_gps,positioning; indoor; indoor positioning; location; rssi; signal; localization; positioning systems; uwb; gps; bluetooth; signal map; transmitter; signal strength; indoor location,0.1437232948136988,0.0901315577645229,0.2433333333333333,no_trend,,,,,logit,0.0663223179698336,0.57773554824778,0.6368291773497253
44,74,44_facial_emotion_expressions_facial expressions,facial; emotion; facial expression; facial expressions; recognition; expression; expression recognition; emotions; expressions; emotion recognition; face; images; emotional; fer2013; model,0.0018589458531218,0.0004726133524886,0.5,increasing,,,,,logit,0.4994884373844456,0.0004919634537478,0.0010855263110516
45,74,45_students_student_education_data mining,students; student; data; learning; education; machine learning; machine; educational; success; academic; data mining; predicting student; student success; dataset; mining,0.0023002268301581,0.0006627772222489,0.4833333333333333,increasing,,,,,logit,0.4750634209282086,0.0007700482046645,0.0016470475488659
46,73,46_covid19_pandemic_virus_disease,covid; covid 19; 19; virus; pandemic; disease; 19 virus; vaccines; learning; data; model; coronavirus; vaccine; dataset; machine,0.0020637889293212,0.0005596715740532,0.37,increasing,,0.0347473621368408,0.0173736810684204,0.0240850360970466,logit,1.753430513645124,4.365165486996679e-11,2.240784949991628e-10
47,72,47_encryption_block_key_aes,encryption; ciphers; block ciphers; cipher; cryptanalysis; cryptography; aes; block; encryption algorithms; cryptographic; block cipher; algorithms; mds; symmetric; key,0.0934091684455059,0.0554122185693679,-0.2766666666666666,no_trend,,,,,logit,-0.3881898609822645,0.0004585705444446,0.0010699979370376
48,72,48_entity_named entity_turkish_named,named entity; ner; entity recognition; entity; turkish; named; recognition; texts; entities; crf; tweets; information; language; informal; word,0.474937078321705,0.3863894874481668,0.1266666666666666,no_trend,,,,,logit,-0.0771241528879321,0.5081721792263187,0.5754302617709786
49,71,49_smart_home_smart home_control,home; smart; smart home; temperature; sensors; iot; devices; temperature humidity; systems; humidity; house; home automation; control; conditioner; air conditioner,0.0481179383124573,0.0265056439856756,-0.32,decreasing,,,,,logit,-0.3989357389266956,0.0002312226571368,0.0005934714866513
50,71,50_satellite_images_satellite images_segmentation,images; segmentation; image; detection; remote sensing; disaster; satellite; object; damage assessment; classification; satellite images; model; learning; sensing; object detection,0.0893584382338593,0.0514946932195121,0.28,no_trend,,,,,logit,0.1657862479184832,0.1943320986411223,0.2417633580403716
51,70,51_sleep_signals_heart_signal,ecg; arrhythmia; heart; sounds; signals; arrhythmias; classification; ecg signals; heart sounds; data; signal; ais; stethoscope; sleep; cardiac,0.0170568397397001,0.0083838703805305,0.3766666666666666,increasing,,,,,logit,0.2019412063574367,0.1231432365366634,0.1693219502379122
52,70,52_routing_ad hoc_hoc_ad,routing; ad hoc; hoc; ad; hoc networks; routing protocols; protocol; networks; wireless; routing protocol; aodv; protocols; mobile ad; network; dsr,0.0123641411547026,0.0054486045766486,-0.4,decreasing,,,,,logit,-0.39065000367506,0.0004383687532786,0.0010548248125768
53,69,53_architecture_concurrent_maintainability_programs,microservice; microservices; microservice architecture; monolithic; architecture; software; data; maintainability; microservices architecture; services; monolithic architecture; chaos; microservice architectures; msa; service,0.0021072598276002,0.0005893184263627,0.49,increasing,,,,,logit,0.378137691486607,0.0082736900202442,0.0148156774781117
54,68,54_dr_disease_vessels_diagnosis,retinopathy; retinal; diabetic retinopathy; diabetic; retina; disease; fundus; vessels; diagnosis; images; dr; fundus images; diabetes; diseases; optic disc,0.0011148220328613,0.0002716264985211,0.5166666666666667,increasing,,,,,logit,0.6036640248961995,0.000206188065465,0.0005474648634761
55,68,55_activity_activities_sensors_wearable,activity recognition; activity; human activity; recognition; data; activities; har; sensors; sensor; human; human activities; wearable; learning; accelerometer; classification,0.0023805020562274,0.0007060811183725,0.47,increasing,,,,,logit,0.3957067444457821,0.006705591107118,0.0129082628812022
56,68,56_character_character recognition_recognition_ocr,ottoman; recognition; character; character recognition; ocr; turkish; ottoman turkish; handwriting; handwritten; characters; letters; documents; optical character; text; dataset,0.843558906540419,0.7792196679059802,-0.0433333333333333,no_trend,,,,,logit,-0.0652393518932687,0.5789356157724777,0.6368291773497253
57,68,57_congestion_queue_tcp_packet,video; iptv; streaming; packet; raptor; rtp; 264; quic; network; coding; video coding; protocol; quality; tcp; intermediate node,0.0006017470413443,0.0001274887799458,-0.55,decreasing,,,,,logit,-0.7776862558192672,1.3706114270930429e-11,7.538362849011735e-11
58,67,58_reality_augmented reality_augmented_virtual,augmented reality; reality; augmented; ar; reality technology; facility; virtual; mobile; virtual reality; 3d; education; reality virtual; technology; tourism; reality ar,0.0011148220328613,0.0002739816860422,0.5133333333333333,increasing,,,,,logit,0.4755156801215817,0.0014246100366785,0.0028867098111644
59,67,59_scheduling_cloud_computing_load,cloud; scheduling; task scheduling; virtual machines; cloud computing; virtual; computing; virtual machine; allocation; energy; algorithms; machines; resource; vms; data centers,0.723953683411686,0.6564664756360203,-0.0666666666666666,no_trend,,,,,logit,-0.152417371703097,0.194666599980559,0.2417633580403716
60,67,60_clustering_clustering algorithms_algorithm_data,clustering; data; algorithm; clusterings; dbscan; algorithms; stream clustering; data clustering; clustering algorithms; clusters; data streams; cluster; stream; data stream; clustering algorithm,0.5876693764358242,0.4830841484260588,0.1033333333333333,no_trend,,,,,logit,-0.099453362782472,0.4085094021308275,0.4765943024859654
61,65,61_brain_tumor_mri_mr,brain; tumors; tumor; brain tumors; brain tumor; mri; mr; images; learning; classification; mr images; glioma; diagnosis; magnetic resonance; detection brain,0.0007503771195119,0.0001653373314178,0.5,increasing,,,,,logit,1.1216325530803823,2.0528901299416847e-07,6.586355833562904e-07
62,64,62_database_databases_distributed_hadoop,nosql; data; database; nosql databases; databases; relational; query; cassandra; mongodb; distributed database; relational databases; distributed; systems; nosql database; tpc,0.6712288512829317,0.6029682901355149,0.0766666666666666,no_trend,,,,,logit,-0.0545872629662064,0.6585190476095968,0.6852157657559318
63,61,63_5g_network_cell_networks,network; networks; 5g; cell; cellular; handover; base stations; energy; radio; radio access; mobile; handoff; wireless; cells; stations,0.9438867763690448,0.9438867763690446,-0.0133333333333333,no_trend,,,,,logit,-0.167858882539898,0.1818206233755909,0.2333364666653416
64,61,64_sparse_partitioning_matrix_parallel,sparse; matrix; sparse matrix; sparse matrices; spmxv; partitioning; hypergraph; parallel; matrix vector; linear systems; multiplication; matrices; sparse triangular; vector multiplication; triangular,0.6378529014875434,0.5405533063453758,0.09,no_trend,,,,,logit,-0.0934339925355528,0.4634755286408866,0.5326509806768398
65,61,65_ontology_semantic_web_ontologies,ontology; semantic web; semantic; ontologies; web; data; query; sparql; linked data; ontology development; queries; metadata; linked; information; provenance,0.0135736071748516,0.0060966201717553,-0.39,decreasing,,,,,logit,-0.7492148371842505,5.372401831148845e-10,2.2981941166581176e-09
66,59,66_fuzzy_spatial_spatiotemporal_moving,data; gis; spatial; moving object; moving; tree; indexing; spatial data; object databases; web; databases; query; information; web gis; gml,2.8405386580132587e-05,2.4072361508586937e-06,-0.6733333333333333,decreasing,,,,,logit,-0.9725393652406292,5.2525219229071784e-14,4.0444418806385277e-13
67,59,67_image_edge_image segmentation_segmentation,image; segmentation; image segmentation; images; color; edge; edge detection; algorithm; optimization; edges; algorithms; image processing; detection; clustering; color image,0.932895715173261,0.924989819281962,0.0166666666666666,no_trend,,,,,logit,-0.1696715158520209,0.1748295120091517,0.2281673292322828
68,58,68_robot_robots_mobile robot_environment,robot; slam; robots; localization; mobile robot; environment; autonomous; localization mapping; mobile; sensor; simultaneous localization; path planning; imu; inertial; obstacles,0.932895715173261,0.924656131848348,0.0166666666666666,no_trend,,,,,logit,-0.0102283965380565,0.93853175808575,0.93853175808575
69,58,69_process_business_processes_mining,lean; rpa; fintech; i5; ai; robotic process; industry; dx; foresight; entrepreneurship; digital transformation; digital; process automation; processes; business,0.1946462716420381,0.1319635739946021,0.2166666666666666,no_trend,,,,,logit,0.4152188544874754,0.0079813075319588,0.0146323971419245
70,56,70_image_images_fusion_resolution,image fusion; image; hdr; images; dynamic range; fusion; multifocus; source images; exposure; ldr; high dynamic; multifocus image; deghosting; imaging; hdr images,0.013631407370817,0.0062381016781705,0.3866666666666666,increasing,,,,,logit,0.4167510434999069,0.0119746979384698,0.0196181221545144
71,55,71_scheduling_coloring_course_genetic,timetabling; scheduling; exam; course; algorithm; course scheduling; genetic; courses; course timetabling; heuristic; graph coloring; coloring; genetic algorithm; algorithms; students,0.5938372471792357,0.4972008096423401,-0.1,no_trend,,,,,logit,-0.3164631621051854,0.0115697867509638,0.0193668169527004
72,52,72_testing_test_software testing_software,test; testing; software; software testing; test automation; mutation; software test; test cases; automation; mutation testing; test case; tests; unit testing; box testing; mutants,0.1084015982017509,0.0670620056671849,0.26,no_trend,,,,,logit,0.2613609165561509,0.08935934478272,0.1274198064494341
73,52,73_plane_network_networking_controller,sdn; network; software defined; controller; data plane; control plane; plane; networks; openflow; energy; sdn controller; data; traffic; defined networks; routing,0.0046280127762004,0.0017256996792611,0.43,increasing,,,,,logit,0.4399069805904547,0.0095025186270273,0.0166294075972977
74,51,74_fake_news_media_social media,cyberbullying; fake news; fake; news; offensive; social media; social; offensive language; media; hate; hate speech; misinformation; turkish; detection; news detection,0.0002323315509664,3.937822897737142e-05,0.4866666666666667,increasing,,,,,logit,1.9988679335234047,2.5169995371845533e-08,9.228998303010029e-08
75,51,75_translation_machine translation_turkish_morphological,translation; machine translation; turkish; english; mt; machine; language; english turkish; morphological; turkish english; corpus; tatar; sentences; languages; parallel corpus,0.0251381686445091,0.013208190304742,-0.3566666666666667,decreasing,,,,,logit,-0.457772942594462,0.000493421050478,0.0010855263110516
76,50,76_object detection_object_detection_yolo,object detection; detection; object; images; yolo; aerial; maritime; ship; deep learning; uav; deep; ship detection; vehicles; unmanned aerial; objects,6.920445429958733e-05,8.569903525934564e-06,0.5633333333333334,increasing,,,,,logit,1.8760740687740052,4.1082901882302304e-08,1.4379015658805805e-07
77,49,77_tracking_object_video_moving,object; tracking; object tracking; moving; moving object; video; objects; camera; moving objects; detection; image; target object; background; motion; cameras,0.8804881807618944,0.8506411237869149,-0.03,no_trend,,,,,,,,
78,48,78_vehicles_routing_ad hoc_hoc,vehicular; vanet; vehicles; routing; vehicle; vanets; vehicular ad; ad hoc; hoc; ad; hoc networks; traffic; network; mobility; networks,0.1945475158513122,0.130247913154692,0.2166666666666666,no_trend,,,,,,,,
79,47,79_hiding_secret_cover_message,steganography; lsb; hiding; secret; steganographic; image; steganalysis; data; stego; image steganography; information; security; images; information hiding; message,0.8804881807618944,0.8506411237869149,0.03,no_trend,,,,,,,,
80,47,80_traffic_autonomous_signs_driving,lane; traffic signs; traffic; traffic sign; detection; signs; road; vehicle; autonomous; vehicles; driving; sign; learning; lane detection; deep learning,0.0024786763815297,0.0007728685336849,0.4466666666666666,increasing,,,,,,,,
81,46,81_programming_students_game_engagement,students; programming; gamification; game; learning; engagement; software; visual programming; programming education; computer programming; games; gamified; software development; education; computer,0.2332270672837278,0.1719555496074942,0.1933333333333333,no_trend,,,,,,,,
82,45,82_data mining_mining_data_patients,data; data mining; mining; reference intervals; patients; anfis; diagnosis; medical; patient; disease; diabetes; cancer; dosage; mining techniques; health,0.2321322158711088,0.1672138843139343,-0.2,no_trend,,,,,,,,
83,45,83_ensemble_classifiers_active learning_learning,learning; ensemble; data; active learning; classifiers; classification; rex; algorithm; base classifiers; algorithms; classifier; mil; datasets; ensembles; drift,0.0161104776746029,0.0076957912867787,-0.3833333333333333,decreasing,,,,,,,,
84,45,84_encryption_chaotic_image_secret,encryption; image encryption; chaotic; image; chaos; images; data; chaotic maps; algorithm; security; encrypted; cryptography; secret; chaotic systems; encryption algorithm,0.9116234141933648,0.8884465477308217,-0.0233333333333333,no_trend,,,,,,,,
85,43,85_education_students_children_accessibility,education; students; children; learning; intelligent tutoring; tutoring; mentally; teaching; preschool; disabled; retardation; mental retardation; instruction; accessibility; mental,0.0500249747243892,0.0279800706085566,-0.3166666666666666,decreasing,,,,,,,,
86,43,86_object_distributed_simulation_architecture,hla; object; simulation; distributed; level architecture; federates; federation; rmi; corba; data; distributed simulation; architecture hla; architecture; federate; object model,6.920445429958733e-05,8.797176394015338e-06,-0.63,decreasing,,,,,,,,
87,42,87_word_language_embeddings_turkish,word; language; turkish; embeddings; model; word embeddings; nlp; models; bert; representations; words; natural language; tasks; vectors; language processing,0.0003584984961099,6.987682551296004e-05,0.5166666666666667,increasing,,,,,,,,
88,42,88_ip_voip_protocol_mobile,ipv6; ip; sip; ipv4; voip; protocol; mobile ip; mobile; internet; network; mobile node; internet protocol; voice; routing; dhcp,0.0020637889293212,0.0005568265188262,-0.49,decreasing,,,,,,,,
89,42,89_wireless_security_wireless networks_wireless network,wireless; 802; security; wireless network; network; networks; wireless local; wireless networks; local area; wired; wlan; ieee 802; 802 11; ieee; area network,1.0895797643462046e-05,3.693490726597304e-07,-0.7233333333333334,decreasing,,,,,,,,
90,42,90_age_mr_images_xray,bone; fractures; meniscus; mr; images; fracture; knee; mr images; diagnosis; femoral; segmentation; ray; learning; tears; osteoarthritis,0.0214177570582221,0.0108903849448587,0.35,increasing,,,,,,,,
91,41,91_action_actions_human_recognition,action recognition; action; recognition; human actions; human action; actions; human; videos; activity recognition; video; learning; dataset; activity; 3d; collective activity,0.090506393264119,0.0529232299595272,0.27,no_trend,,,,,,,,
92,41,92_traffic_transportation_road_travel,traffic; traffic flow; road; traffic speed; traffic light; time; data; intersections; transportation; congestion; vehicles; traffic lights; model; models; lights,0.0307669523985236,0.0164264237381948,0.33,increasing,,,,,,,,
93,38,93_fraud_credit_credit card_card,fraud; credit; credit card; fraud detection; card; card fraud; transactions; fraudulent; insurance; learning; detection; credit cards; data; cards; transaction,0.0046280127762004,0.0017256996792611,0.43,increasing,,,,,,,,
94,38,94_access control_access_control_authorization,access control; access; data; security; authorization; control; dbms; systems; control policies; privileged; cloud; management; database; consent; control model,0.3577571794767007,0.278929326371665,-0.1566666666666666,no_trend,,,,,,,,
95,38,95_virtualization_cloud_cloud computing_computing,virtualization; cloud; cloud computing; computing; container; docker; migration; technology; virtualization technology; virtual; technologies; virtualization technologies; hypervisor; physical servers; servers,0.0161104776746029,0.0077821798936641,0.37,increasing,,,,,,,,
96,37,96_read_dna_reads_alignment,sequencing; genome; dna; genomic; read; reads; alignment; data; svs; inversions; hts; duplications; assembly; sequence; genomes,0.0024786763815297,0.0007982178177807,0.4533333333333333,increasing,,,,,,,,
