topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
2,306,2_intrusion_intrusion detection_attacks_detection,attacks; attack; cyber; attacks; attack; cyber; threats; internet; things; iot; devices; security,0.0040762828453599,0.0016164569904013,0.4533333333333333,increasing,,0.0833156108856201,0.0138859351476033,0.0288749903909985,logit,0.6471267998624485,4.9633824528300086e-17,6.266270346697888e-16
1,278,1_sensor_wireless sensor_sensor networks_wireless,sensor; wireless sensor; sensor networks; wireless; nodes; sensor nodes; energy; node; sensor network; sensor; wireless; nodes,0.1332502854917379,0.0838557831111799,-0.25,no_trend,,0.1239470243453979,0.0206578373908996,0.0429567652319037,logit,-0.4530871198396225,2.162205143978876e-15,1.8198559961822207e-14
0,272,0_sentiment_sentiment analysis_analysis_social,social; twitter; social media; media; tweets; social; media; twitter; people; tweets; share; users,9.238734110052942e-05,1.6725294509578603e-05,0.6066666666666667,increasing,,0.1164714097976684,0.0166387728282383,0.0365591205949193,logit,0.4974326239116184,5.226405759821367e-11,2.63933490870979e-10
3,266,3_cancer_breast_images_segmentation,images; segmentation; image; images; image; segmentation; vessel; imaging; medical; techniques; treatment; diagnosis,1.3993839683676709e-05,7.322682955557269e-07,0.71,increasing,,0.0521377325057983,0.0104275465011596,0.0202910685663528,logit,0.6702988997126639,4.025086202329413e-15,3.1271823571943905e-14
6,255,6_customer_mining_customers_data mining,mining; data mining; association; apriori; association rules; mining; association; rule; rules; apriori; basket; databases,0.3226084304388784,0.2336130013522912,-0.1733333333333333,no_trend,,0.1560081243515014,0.0312016248703002,0.060715558502134,logit,-0.1177665735348163,0.0521196032049476,0.0785683570701449
4,252,4_students_education_programming_usability,developed; developed; tool; process; tools; test; exams; online; question; exam; assessment; questions,4.065908994762187e-05,4.206112753202262e-06,-0.66,decreasing,,0.1169595122337341,0.0389865040779113,0.0627463577362572,logit,-0.4509634555587301,1.7665342523732323e-14,1.2744282820692605e-13
5,250,5_face_face recognition_recognition_biometric,face; face recognition; recognition; facial; face detection; faces; recognition; face; facial; faces; illumination; pose,0.944141999801307,0.944141999801307,0.0133333333333333,no_trend,,0.1486247181892395,0.0247707863648732,0.0515094021871938,logit,-0.0946229830849604,0.1280985479979523,0.1658711967665792
8,237,8_video_retrieval_image_multimedia,image; retrieval; images; image retrieval; image; images; texture; color; cbir; retrieval; descriptors; features,0.0815900788855796,0.0471253041839123,-0.2866666666666667,decreasing,,0.0454215407371521,0.022710770368576,0.0314838128986456,logit,-0.1802349238959922,0.0045400951297519,0.0084916594093508
19,214,19_optimization_algorithm_algorithms_abc,compared; obtained; literature; discrete; continuous; binary; space; candidate; local; search; functions; benchmark,0.4569110121855654,0.3623776993195864,0.1333333333333333,no_trend,,0.0410042405128479,0.0205021202564239,0.0284219737024824,logit,-0.0307231478129702,0.6617368500502157,0.7264719766855628
7,208,7_speech_audio_music_voice,speech; speaker; recognition; speech recognition; voice; emotion; emotion recognition; speech; recognition; speaker; voice; human,0.8932377329439336,0.8701367570919354,-0.0266666666666666,no_trend,,0.0665128827095031,0.0221709609031677,0.0356827850326523,logit,-0.0566684724593502,0.4170099603018314,0.4786137044373292
