topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
10,167,10_stock_price_market_financial,stock; stock market; price; market; prices; stocks; technical analysis; financial; stock price; trading; data; lstm; learning; stock prices; technical indicators,3.0421835263657236e-05,1.5735432032926155e-06,0.6833333333333333,increasing,,0.0786342024803161,0.019658550620079,0.0352233942248256,logit,0.7583662864627079,3.4361118447426232e-12,2.280328769692832e-11
11,166,11_rendering_3d_graphics_tracing,ray tracing; ray; rendering; tracing; gpu; graphics; gpus; wave propagation; wave; scene; parallel; volume rendering; culling; volume; time,2.0320080968083687e-05,8.311885255629647e-07,-0.7066666666666667,decreasing,,,,,logit,-0.6918544565573902,7.693338904196396e-21,2.1865970150842857e-19
12,162,12_plant_agricultural_leaf_diseases,plant; diseases; leaf; agricultural; plant diseases; disease; learning; deep learning; deep; model; leaves; images; grape; leaf diseases; classification,5.282036251053057e-06,4.5534795267698775e-08,0.7566666666666667,increasing,,0.0636153221130371,0.0159038305282592,0.0284958389460067,logit,1.4791836150583857,8.986015130483365e-21,2.1865970150842857e-19
13,158,13_disease_patients_diagnosis_cancer,disease; heart; learning; machine; heart disease; machine learning; data; thyroid; patients; diseases; diagnosis; algorithms; anemia; patient; dataset,0.3079444108734748,0.2336130013522912,0.1733333333333333,no_trend,,0.020601749420166,0.020601749420166,0.0226333350810554,logit,0.0459503184680533,0.574564211640305,0.6355028401476102
14,157,14_energy_electricity_solar_consumption,energy; electricity; solar; wind; electricity consumption; consumption; data; renewable; solar energy; renewable energy; energy sources; solar radiation; forecasting; energy potential; pv,9.256742753600062e-05,1.4219544576477006e-05,0.62,increasing,,0.0662694573402404,0.0220898191134134,0.0355521923599391,logit,0.7420420986080642,3.126531575271129e-11,1.6302628928199458e-10
15,145,15_blockchain_contracts_smart_decentralized,blockchain; smart contracts; contracts; blockchain technology; smart contract; contract; smart; bitcoin; ethereum; technology; cryptocurrencies; cryptocurrency; blockchain network; transactions; crypto,9.256742753600062e-05,1.3307886856051e-05,0.6033333333333334,increasing,,0.0840674042701721,0.021016851067543,0.0376571419136259,logit,1.2175080828833298,3.4314016570219256e-16,4.174872016043343e-15
16,139,16_3d_depth_shape_object,3d; shape; objects; object; point cloud; shapes; point clouds; images; point; reconstruction; stereo; segmentation; depth; matching; image,0.3875131043862602,0.3039973491306007,-0.15,no_trend,,,,,logit,-0.192696817123818,0.0206897154285395,0.0321350899209231
17,134,17_protein_proteins_drug_interactions,protein; proteins; amino; protein protein; amino acid; prediction; protein interactions; interactions; subcellular; acid; acids; subcellular localization; amino acids; drug; protein sequences,0.653084582965604,0.5911541483740381,-0.08,no_trend,,,,,logit,-0.173004145685223,0.0404130240588586,0.0614614740895142
18,132,18_maintenance_fault_fuzzy_industrial,predictive maintenance; fault; maintenance; data; fault diagnosis; learning; vibration; diagnosis; faults; predictive; remaining useful; fault detection; motors; useful life; rul,0.0202076859845683,0.0088844136656291,0.3766666666666666,increasing,,,,,logit,0.1911185604451641,0.0438749636602269,0.0653647417795218
19,128,19_optimization_algorithm_algorithms_abc,algorithm; optimization; algorithms; abc; abcp; bee; bee colony; artificial bee; colony; abc algorithm; optimization algorithm; pso; search; mbo; swarm,0.1711873746388253,0.1121572454530235,0.23,no_trend,,,,,logit,0.0135558242972775,0.8839397685958479,0.9088394803872804
20,119,20_software_code_defect_projects,defect; software; defect prediction; software defect; bug; prediction; defects; sdp; code; software defects; metrics; model; quality; software development; data,0.0593750446681142,0.0327586453341319,0.3066666666666666,increasing,,,,,logit,0.1787846998377169,0.0712021462253142,0.0999568591239987
21,106,21_gene_genes_biological_expression,cancer; gene; gene expression; genes; expression; biological; data; molecular; microarray; disease; patients; breast; pathways; expression data; survival,0.0297641787247355,0.0143689138671136,0.35,increasing,,,,,logit,0.0388083798548999,0.7042187083660114,0.7450429813147658
22,105,22_social_link_networks_community,networks; link prediction; complex networks; network; community; social; link; community detection; social networks; centrality; prediction; communities; nodes; complex; social network,0.0468831572327629,0.0238457437649397,0.3233333333333333,increasing,,,,,logit,0.1015640494262681,0.3289763059813892,0.3873430699458293
23,100,23_turkish_sentence_parsing_language,turkish; sentence; parsing; sentences; parser; dependency parsing; syntactic; dependency; phrase; noun; language; grammar; phrases; semantic; morphological,8.404715294637757e-05,1.0143621907321432e-05,-0.6333333333333333,decreasing,,,,,logit,-0.575735468453692,1.0874665187178378e-09,4.410280881466786e-09
24,99,24_privacy_sensitive_data_privacypreserving,privacy; data; privacy preserving; anonymization; preserving; genomic; sensitive; preserving data; hiding; encrypted; location; data utility; genomic data; information; utility,0.3079444108734748,0.2314801710653613,0.1733333333333333,no_trend,,,,,logit,-0.0723770291817852,0.4745439864762307,0.5329494001963823
25,99,25_defects_quality control_defect_production,defect; defect detection; fabric; quality control; defects; detection; production; image; quality; images; control; image processing; steel; learning; fabrics,0.0007039802975883,0.0001638574830593,0.54,increasing,,,,,logit,0.5181467209389742,4.0319352920361546e-05,0.0001078441537251
26,98,26_text_text classification_classification_categorization,text; classification; text classification; data; web; documents; learning; categorization; pages; news; naive bayes; mining; web pages; bayes; naive,0.4084055977661475,0.3265058094866435,0.1433333333333333,no_trend,,,,,logit,0.084181115340983,0.4212577726134201,0.4804971468871823
27,95,27_reinforcement_reinforcement learning_game_agents,reinforcement learning; reinforcement; learning; agent; rl; reward; environment; pruning; policy; rewards; agents; drl; environments; model; deep reinforcement,0.6008259446062107,0.5283124685330474,-0.0933333333333333,no_trend,,,,,logit,0.0429192124023713,0.6818800093322364,0.7429438907649739
28,94,28_detection_object detection_object_vehicles,detection; object detection; traffic; traffic signs; vehicles; object; lane; deep learning; images; learning; deep; vehicle; autonomous; yolo; traffic sign,6.266396266978447e-05,5.402065747395213e-06,0.63,increasing,,0.0242409110069274,0.0242409110069274,0.0266313627207205,logit,1.137678817056424,1.3862089667295468e-10,6.324578410703559e-10
29,94,29_xml_database_databases_relational,nosql; data; database; databases; nosql databases; query; relational; cassandra; distributed database; mongodb; relational databases; distributed; systems; query optimization; nosql database,0.0083647220078304,0.0032449352616583,-0.4233333333333333,decreasing,,,,,logit,-0.5103423556321971,1.0079030061265713e-07,3.678845972361985e-07
30,93,30_robot_robots_action_planning,robot; learning; manipulation; arm; grasp; action; task; affordances; sensorimotor; skill; robots; model; reinforcement learning; robotic; object,0.2715204236084548,0.1989589310924022,0.1866666666666666,no_trend,,,,,logit,0.0903878747412558,0.4046548926883044,0.4688858280356544
31,92,31_android_malicious_files_detection,malware; ransomware; malicious; malware detection; malicious software; detection; dynamic analysis; analysis; software; learning; techniques; attacks; data; machine; paas,0.0001962842159045,3.8918422119005314e-05,0.5833333333333334,increasing,,,,,logit,0.5135133861706299,8.193613106152468e-05,0.0002062530195686
32,88,32_agent_agents_services_web services,agent; web services; web; services; agents; semantic; semantic web; service; composition; matchmaking; web service; service composition; multiagent; event calculus; service discovery,0.0006123160463203,0.0001372432517614,-0.5433333333333333,decreasing,,,,,logit,-1.10326546376919,5.631532027313983e-23,4.111018379939208e-21
33,86,33_positioning_indoor_location_gps,indoor; positioning; indoor positioning; location; rssi; localization; signal; gps; positioning systems; bluetooth; data; uwb; indoor localization; signal strength; signal map,0.1319188865457139,0.0784689928590884,0.2533333333333333,no_trend,,,,,logit,0.1217335792217631,0.2787140830717333,0.3391021344039421
34,84,34_signals_brain_stress_emotion,eeg; eeg signals; bci; brain; signals; brain computer; computer interface; electroencephalography; emotion; emotion recognition; eeg data; electroencephalography eeg; classification; ssvep; brain signals,2.0320080968083687e-05,5.486359488937609e-07,0.7,increasing,,,,,logit,0.7751209716617956,1.0212825478801805e-06,3.388801181602417e-06
35,83,35_enterprise_business_management_planning,erp; erp systems; erp software; enterprise resource; sap; enterprise; resource planning; software; business; systems; commerce; information; planning; crm; companies,8.077429187831779e-05,9.052291331190789e-06,-0.6366666666666667,decreasing,,,,,logit,-0.988662592717046,6.553392157961258e-19,1.1959940688279297e-17
36,81,36_search_query_search engines_engines,search; web; search engines; search engine; query; engines; engine; cache; engine optimization; seo; crawling; inverted; pages; inverted index; information,0.028516924791357,0.0132751201614937,-0.3566666666666667,decreasing,,,,,logit,-0.4525490688612242,1.5203441109367608e-05,4.268658465322443e-05
37,81,37_home_smart_smart home_devices,home; smart; smart home; iot; temperature; devices; sensors; control; systems; data; home automation; humidity; energy; house; temperature humidity,0.0415397335363647,0.0207698667681823,-0.3333333333333333,decreasing,,,,,logit,-0.3043193543330242,0.0030989259760382,0.0058005537500202
38,78,38_sign_language_hand_signs,sign language; sign; language recognition; language; turkish sign; slr; recognition; tsl; sign languages; signs; nonmanual; gestures; deaf; turkish; hearing,0.2634768647237611,0.1907935916965166,0.19,no_trend,,,,,logit,-0.0122992279732474,0.9151468453520432,0.9278572182041552
39,77,39_students_student_education_data mining,students; data; student; education; learning; data mining; mining; educational; academic; success; machine learning; school; machine; educational data; achievement,0.0025025207260154,0.0007872301723668,0.4766666666666667,increasing,,,,,logit,0.4664467732302304,0.0007036911411676,0.0015108662736834
40,76,40_routing_ad hoc_hoc_ad,routing; ad hoc; hoc; ad; hoc networks; routing protocols; protocol; networks; wireless; protocols; routing protocol; aodv; mobile ad; network; dsr,0.0297641787247355,0.01419574388266,-0.3533333333333333,decreasing,,,,,logit,-0.3210692262722682,0.0030854780629474,0.0058005537500202
41,76,41_summarization_text_legal_summaries,summarization; text summarization; text; abstractive; summaries; legal; extractive; rouge; texts; citation recommendation; turkish; news; abstractive summarization; citation; models,0.0170458424226787,0.0072003989544073,0.38,increasing,,,,,logit,0.4255218442972257,0.0023467802824362,0.0047587489060513
42,75,42_facial_emotion_expressions_facial expressions,facial; emotion; facial expression; facial expressions; expression; recognition; emotions; expression recognition; expressions; emotion recognition; face; images; emotional; model; emotion analysis,0.0019204477795326,0.0005628898664147,0.4933333333333333,increasing,,,,,logit,0.5125861377862696,0.0003287415278997,0.0007272161071722
43,74,43_covid19_pandemic_virus_disease,covid; covid 19; 19; disease; virus; pandemic; 19 virus; learning; coronavirus; data; model; 19 disease; cov; vaccines; infected,0.0019204477795326,0.0005596715740532,0.37,increasing,,0.0347439050674438,0.0173719525337219,0.0240826398391411,logit,1.7908534776702032,1.6835636597887903e-11,9.453857474198589e-11
44,74,44_generative_image_generative adversarial_adversarial,image; gans; images; generative; gan; discriminator; adversarial; adversarial networks; generative adversarial; image generation; style; model; models; networks; editing,9.256742753600062e-05,1.4363911169379406e-05,0.5633333333333334,increasing,,,,,logit,1.3238044876748758,2.3690699500803304e-09,9.102216123992849e-09
45,73,45_encryption_cipher_block_key,encryption; ciphers; block ciphers; cipher; cryptanalysis; cryptography; cryptographic; aes; algorithms; encryption algorithms; block; mds; key; random number; symmetric,0.0534253722000779,0.0280943767603858,-0.3166666666666666,decreasing,,,,,logit,-0.4191253769042798,0.0001480263692282,0.0003601974984553
46,70,46_cache_memory_soft_errors,cache; soft errors; memory; register file; dram; register; data; caches; soft; threads; chip; sram; processors; thread; energy,0.4787610703140965,0.4003433087971324,-0.1233333333333333,no_trend,,,,,logit,-0.274721908571262,0.0157119754300416,0.0249342218781095
47,69,47_activity_activities_sensors_wearable,activity recognition; activity; data; human activity; recognition; activities; sensors; har; sensor; human; wearable; gait; human activities; learning; accelerometer,0.0025864377756786,0.000869578217685,0.4566666666666666,increasing,,,,,logit,0.4521750026070634,0.0022601979403317,0.0047141271326919
48,68,48_software_component_domain_development,component oriented; software; component; oriented; oriented software; product line; software product; coseml; software engineering; domain; engineering; cose; modeling; variability; model,2.0320080968083687e-05,3.773360561787342e-07,-0.7266666666666667,decreasing,,,,,logit,-0.9796475288049132,1.0483996831879872e-15,1.093331098181758e-14
49,68,49_character_character recognition_recognition_ocr,ottoman; character; character recognition; recognition; ocr; handwriting; handwritten; turkish; characters; ottoman turkish; optical character; letters; documents; dataset; handwriting recognition,0.7540712212662096,0.7085669234311798,-0.0566666666666666,no_trend,,,,,logit,-0.046058951241359,0.6972002351455453,0.7450429813147658
50,68,50_segmentation_images_age_mr,bone; fractures; meniscus; images; fracture; knee; mr; diagnosis; mr images; segmentation; femoral; ray; learning; tears; osteoarthritis,0.0032513733940891,0.001121163239341,0.46,increasing,,,,,logit,0.8061487692315649,1.162246939214752e-05,3.393761062507076e-05
51,66,51_scheduling_cloud_computing_load,scheduling; task scheduling; cloud; virtual machines; cloud computing; computing; virtual; algorithms; task; virtual machine; scheduling algorithms; allocation; machines; energy; algorithm,0.4798760233120749,0.4125794173502339,-0.12,no_trend,,,,,logit,-0.2026693533328334,0.0848638183315338,0.1168879007207919
52,66,52_security_information security_cyber_information,security; cyber; penetration; information security; cyber security; information; security awareness; penetration testing; awareness; warfare; penetration test; penetration tests; attacks; systems; cyber warfare,0.3495556584769309,0.2712069764045153,0.16,no_trend,,,,,logit,0.1536128057923465,0.2376875742485849,0.2965468290468422
53,66,53_sleep_signals_heart_sounds,ecg; arrhythmia; heart; sounds; arrhythmias; signals; classification; heart sounds; ecg signals; cardiac; data; signal; ais; diagnosis; stethoscope,0.0098894317808979,0.0039216712234595,0.41,increasing,,,,,logit,0.2757298340207196,0.0468654506049066,0.0684235578831637
54,65,54_tracking_video_object_surveillance,video; tracking; object; object tracking; surveillance; detection; moving; camera; moving object; video surveillance; motion; objects; anomaly; moving objects; cameras,0.6218362697831815,0.5575083798056111,-0.0866666666666666,no_trend,,,,,logit,-0.3086935301970577,0.0090253293621759,0.0150079573906523
55,64,55_agile_software_software development_development,agile; scrum; software development; software; agile software; development; extreme programming; projects; process; project; failure factors; project management; waterfall; agile waterfall; failure,0.2301466764967556,0.1607058689330793,-0.2033333333333333,no_trend,,,,,logit,-0.3069969495880121,0.0083085396434628,0.0147932535115313
56,64,56_dr_disease_vessels_eye,retinopathy; diabetic retinopathy; diabetic; retinal; disease; dr; retina; diabetes; fundus; diagnosis; learning; diseases; images; fundus images; deep learning,0.0049535395190838,0.0018362258562121,0.44,increasing,,,,,logit,0.6053527935425361,0.0002724581225299,0.0006215450920215
57,63,57_streaming_video_packet_service,video; iptv; streaming; packet; raptor; rtp; 264; quic; network; coding; protocol; quality; video coding; intermediate node; packets,6.026847864543722e-05,4.676002653525302e-06,-0.6566666666666666,decreasing,,,,,logit,-0.784376514814527,8.544249612621641e-11,4.1582014781425316e-10
58,63,58_health_healthcare_patient_patients,health; patients; patient; mobile; blood; data; health data; treatment; disease; doctors; care; diabetes; drug; healthcare; diseases,0.4410933744321932,0.3612402635436065,-0.1333333333333333,no_trend,,,,,logit,-0.3061389199094291,0.0098183892979328,0.0159276093055355
59,63,59_reality_augmented reality_augmented_virtual,augmented reality; reality; augmented; ar; reality technology; facility; virtual; virtual reality; 3d; mobile; reality virtual; education; technology; unity; tourism,0.0005027354837081,0.0001083481645922,0.5366666666666666,increasing,,,,,logit,0.6232219267900894,0.0001606646542011,0.0003783393469898
60,60,60_brain_mri_mr_images,tumors; brain; tumor; brain tumors; brain tumor; mri; mr; images; mr images; mri images; learning; classification; glioma; model; detection brain,0.0008376495490189,0.0002021912704528,0.4933333333333333,increasing,,,,,logit,1.1260971506522657,4.355867482171954e-07,1.5141825057073932e-06
61,58,61_optimization_traveling_ant_ant colony,tsp; salesman; traveling salesman; traveling; optimization; algorithm; aco; ant; algorithms; opt; ant colony; colony; colony optimization; heuristic; aco algorithm,0.8331646489910017,0.7967819766520483,-0.04,no_trend,,,,,logit,-0.1840077946832359,0.1449355450964647,0.1923689962189441
62,58,62_5g_network_cell_energy,antenna; 5g; network; energy; radio access; radio; base stations; networks; mobile; wireless; ran; stations; cell; network slicing; energy consumption,0.7050936219794293,0.6564664756360203,-0.0666666666666666,no_trend,,,,,logit,-0.1373211385212201,0.2916884563178571,0.3490697919869437
63,58,63_fuzzy_spatial_moving_gis,data; fuzzy; moving object; moving; spatial; indexing; databases; tree; query; object databases; object; spatial data; queries; moving objects; objects,4.5753245986546176e-05,3.155396274934219e-06,-0.6633333333333333,decreasing,,,,,logit,-0.9820069235988972,1.1319224000957025e-13,9.18114835633181e-13
64,57,64_sparse_partitioning_matrix_parallel,sparse; matrix; sparse matrix; hypergraph; partitioning; sparse matrices; parallel; multiplication; matrix vector; spmxv; matrices; spmv; vector multiplication; sparse triangular; communication,0.5834182461836714,0.5079762315909553,0.0966666666666666,no_trend,,,,,logit,-0.040403423769776,0.7624534777126873,0.7951300553289453
65,57,65_image_fusion_images_resolution,image; hdr; images; resolution; super resolution; dynamic range; super; image fusion; fusion; exposure; ldr; high dynamic; deghosting; hdr images; low resolution,0.015075412388912,0.0062381016781705,0.3866666666666666,increasing,,,,,logit,0.4300224070400739,0.0089827152668552,0.0150079573906523
66,56,66_password_passwords_authentication_public key,password; passwords; authentication; security; public key; dictionary; attacks; secure; key; user; key verification; mobile; dictionary attacks; captcha; graphical password,0.0001306743054912,2.3656555304452095e-05,-0.6066666666666667,decreasing,,,,,logit,-0.5854501109042023,2.125137609797012e-06,6.463960229799245e-06
67,54,67_clustering_kmeans_clustering algorithms_data,clustering; data; algorithm; dbscan; clusterings; algorithms; data clustering; clustering algorithms; clusters; stream clustering; cluster; data streams; stream; data stream; clustering algorithm,0.9813229352281878,0.9812818641188972,0.0066666666666666,no_trend,,,,,logit,-0.1554975115929008,0.239674834435119,0.2965468290468422
68,54,68_image_image segmentation_edge_segmentation,image; segmentation; image segmentation; edge; images; edge detection; color; algorithm; image processing; edges; detection; optimization; clustering; algorithms; color image,0.8810211639221619,0.8506411237869149,-0.03,no_trend,,,,,logit,-0.2047864750982543,0.1155081569502331,0.156149915877167
69,53,69_robot_robots_mobile robot_environment,robot; slam; mobile robot; robots; localization; environment; localization mapping; autonomous; simultaneous localization; path planning; sensor; mobile; inertial; imu; navigation,0.6067455663611058,0.538748218406844,0.09,no_trend,,,,,logit,-0.0102942306595735,0.9411002023210868,0.9411002023210868
70,51,70_ontology_semantic_web_semantic web,ontology; semantic web; ontologies; semantic; web; data; query; sparql; linked data; ontology development; ontology reuse; linked; reuse; provenance; queries,0.0668791792973836,0.0374754021924994,-0.2966666666666667,decreasing,,,,,logit,-0.633756798388021,1.4374788674800918e-06,4.562432927219423e-06
71,51,71_coloring_scheduling_course_genetic,timetabling; scheduling; coloring; graph coloring; course; algorithm; exam; course scheduling; course timetabling; genetic; courses; heuristic; algorithms; students; graph,0.4484044881732597,0.3710933695226976,-0.13,no_trend,,,,,logit,-0.3402756407862305,0.0090458921258726,0.0150079573906523
72,50,72_ensemble_classifiers_active learning_learning,learning; ensemble; data; active learning; classifiers; classification; drift; rex; concept drift; classifier; algorithm; base classifiers; algorithms; datasets; mil,0.030763104634052,0.0151163531391462,-0.35,decreasing,,,,,logit,-0.3850971785124805,0.0038679587363889,0.0070590246939097
73,49,73_fake_news_media_social media,cyberbullying; fake news; news; fake; social media; offensive; offensive language; media; social; hate; hate speech; turkish; detection; news detection; language,0.0001621627521918,3.075500472604631e-05,0.4933333333333333,increasing,,,,,,,,
74,49,74_testing_test_software_test cases,test; software testing; software; testing; test automation; test cases; mutation; software test; test case; mutation testing; automation; tests; model; software development; testing tools,0.1491714969366906,0.0913032438146985,0.24,no_trend,,,,,,,,
75,49,75_hiding_secret_hidden_cover,steganography; lsb; hiding; secret; steganographic; steganalysis; image; data; stego; image steganography; information; images; security; message; hidden,0.979338507119462,0.9624533604449884,0.01,no_trend,,,,,,,,
76,46,76_plane_network_controller_networking,sdn; network; software defined; controller; control plane; plane; data plane; networks; sdn controller; traffic; data; qos; wan; packet; routing,0.0182425453056544,0.0078631660800234,0.36,increasing,,,,,,,,
77,46,77_layout_visualization_graph_graphs,layout; visualization; graph; sbgn; graph layout; graph visualization; pathway; graphs; layout algorithm; data; compound; pathways; force directed; patika; complexity management,0.2379969947150202,0.1702909531150576,-0.1966666666666666,no_trend,,,,,,,,
78,46,78_encryption_chaotic_image_chaos,encryption; image encryption; chaotic; image; chaos; images; security; chaotic maps; algorithm; data; encrypted; cryptography; chaotic systems; secret; encryption algorithms,0.9813229352281878,0.9813229352281878,-0.0066666666666666,no_trend,,,,,,,,
79,46,79_translation_machine translation_machine_turkish,translation; machine translation; turkish; mt; english; machine; morphological; language; english turkish; tatar; languages; uyghur; bleu; sentences; corpus,0.0057049293509572,0.0021639387193286,-0.44,decreasing,,,,,,,,
80,45,80_iot_fog_computing_devices,fog; iot; computing; cloud; devices; internet things; data; edge; offloading; things; edge computing; fog computing; mqtt; internet; task offloading,0.0021641015231786,0.0006529616664763,0.4433333333333333,increasing,,,,,,,,
81,45,81_vehicles_routing_ad hoc_hoc,vehicular; routing; vehicles; vanet; vanets; vehicular ad; ad hoc; vehicle; hoc; ad; hoc networks; rsu; traffic; mobility; network,0.1577736335608991,0.0979284622102132,0.2366666666666666,no_trend,,,,,,,,
82,44,82_ip_voip_protocol_mobile,ipv6; ip; ipv4; protocol; mobile ip; mobile; voip; mobile node; internet; internet protocol; network; routing; ipv4 ipv6; route optimization; ietf,0.0019204477795326,0.0005568265188262,-0.49,decreasing,,,,,,,,
83,44,83_virtualization_cloud_cloud computing_computing,virtualization; cloud; cloud computing; computing; container; migration; docker; technology; virtual; virtualization technology; technologies; virtualization technologies; hypervisor; service; physical servers,0.3369986926627919,0.2585593417843834,0.1633333333333333,no_trend,,,,,,,,
84,44,84_object_distributed_simulation_java,hla; object; simulation; level architecture; distributed; federates; rmi; federation; corba; architecture hla; data; distributed simulation; governance; federate; object model,9.256742753600062e-05,1.3599211871051509e-05,-0.6166666666666667,decreasing,,,,,,,,
85,43,85_architecture_maintainability_services_service,microservice; microservices; microservice architecture; monolithic; architecture; software; microservices architecture; monolithic architecture; data; services; chaos; microservice architectures; service; deployment; development,7.397366076474417e-05,7.652447665318363e-06,0.5933333333333334,increasing,,,,,,,,
86,43,86_traffic_transportation_road_travel,traffic; traffic flow; transportation; time; data; road; traffic speed; traffic light; vehicles; intersections; travel; model; models; congestion; prediction,0.0210911155022841,0.0094546379837825,0.3566666666666667,increasing,,,,,,,,
87,42,87_neural_artificial neural_artificial_neural network,neural; network; artificial neural; artificial; neural network; training; algorithm; networks; neural networks; learning; ann; elm; algorithms; optimization; model,0.1385877512978317,0.0836305395762777,-0.25,no_trend,,,,,,,,
88,42,88_digital_industry_digital transformation_ai,lean; rpa; fintech; i5; industry; dx; robotic process; digital; digital transformation; entrepreneurship; ai; process automation; processes; maturity; data,0.1711873746388253,0.1119613542637483,0.2033333333333333,no_trend,,,,,,,,
89,41,89_cards_card_payment_biometric,biometric; cards; nfc; smart cards; card; payment; smart; mobile; smart card; mobile payment; security; purse; biometrics; nfc technology; data,0.0015769365585429,0.0004078284203128,-0.5066666666666667,decreasing,,,,,,,,
90,41,90_fraud_credit_insurance_fraud detection,fraud; credit; credit card; fraud detection; card; card fraud; transactions; insurance; fraudulent; detection; learning; data; credit cards; cards; model,0.0226374879776048,0.0103429901966642,0.36,increasing,,,,,,,,
91,41,91_satellite_images_segmentation_disaster,images; segmentation; image; satellite; disaster; satellite images; classification; detection; learning; object; damage assessment; remote sensing; deep learning; model; deep,0.1797459094476502,0.1193140950643885,0.22,no_trend,,,,,,,,
92,40,92_education_students_children_accessibility,education; children; students; hearing; mentally; impaired; accessibility; disabled; retardation; mental retardation; mental; teaching; social skills; visually impaired; instruction,0.1937225626465455,0.1319635739946021,-0.2166666666666666,no_trend,,,,,,,,
93,39,93_access control_access_control_authorization,access control; access; data; control; security; authorization; dbms; systems; management; database; control policies; privileged; model; policies; peer,0.2352282785569177,0.1662820589798901,-0.2,no_trend,,,,,,,,
94,39,94_vehicle_routing_route_shortest,vehicle routing; routing; vehicle; route; algorithm; vehicles; time; routes; bus; algorithms; charging; vrp; optimization; solution; heuristic,0.0542143766345086,0.0292039362723797,0.3066666666666666,increasing,,,,,,,,
95,39,95_entity_named entity_named_entity recognition,ner; named entity; entity recognition; entity; turkish; texts; named; recognition; crf; entities; information; informal; morphological; data; extraction,0.0469736444052974,0.0242967126234296,0.31,increasing,,,,,,,,
96,38,96_action_actions_human_recognition,action; action recognition; recognition; human actions; actions; human action; human; videos; activity recognition; video; learning; dataset; 3d; motion; collective activity,0.0542143766345086,0.0294440148963279,0.3033333333333333,increasing,,,,,,,,
