label,n_runs,run_dirs,docs_mean,docs_std,topics_mean,topics_std,coverage_mean,coverage_std,outliers_mean,outliers_std,diversity_mean,diversity_std,coherence_cv_mean,coherence_cv_std,coherence_npmi_mean,coherence_npmi_std,silhouette_mean,silhouette_std,certainty_mean,certainty_std,entropy_mean,entropy_std,entropy_norm_mean,entropy_norm_std,emerging_topics_count_mean,emerging_topics_count_std,avg_semantic_drift_mean,avg_semantic_drift_std,wall_clock_seconds_mean,wall_clock_seconds_std,llm_calls_mean,llm_calls_std,ami_pairs_n,ami_all_mean,ami_all_std,ami_assigned_mean,ami_assigned_std,ami_doc_overlap_min
main,5,"/home/murats/Documents/local_run_final/Feb03_run5/run_main_v32,/home/murats/Documents/local_run_final/Feb03_run5/run_main_v33,/home/murats/Documents/local_run_final/Feb03_run5/run_main_v34,/home/murats/Documents/local_run_final/Feb03_run5/run_main_v35,/home/murats/Documents/local_run_final/Feb03_run5/run_main_v36",12535.0,0.0,120.6,2.408318915758459,0.956888711607499,0.003246232346120132,540.4,40.69152245861538,0.6248358750459106,0.008555435665310892,0.5432432755462707,0.0027691097572169676,0.11148871119290564,0.0017662283272917507,0.0564806655049324,0.002273005429858162,0.8395554031014443,0.001133079106304454,4.6051586622216,0.03507581203860477,0.9609366241836277,0.0040655374653632646,46.8,2.0493901531919194,0.03541511526949967,0.0010824825329360174,357.3810788922012,8.20900731998473,988.6,42.6415290532598,10,0.8317248164709314,0.0068668050806306846,0.8616561147087742,0.006346625521376687,12535
bare,5,"/home/murats/Documents/local_run_final/Feb03_run5/run_bare_v32,/home/murats/Documents/local_run_final/Feb03_run5/run_bare_v33,/home/murats/Documents/local_run_final/Feb03_run5/run_bare_v34,/home/murats/Documents/local_run_final/Feb03_run5/run_bare_v35,/home/murats/Documents/local_run_final/Feb03_run5/run_bare_v36",12535.0,0.0,116.0,2.5495097567963922,0.7545432788193059,0.010094722478327501,3076.8,126.53734626583568,0.7026075566795662,0.0056588717669205455,0.5730224124564294,0.004486700378924725,0.13461477424436363,0.002288421705347766,0.08178556710481644,0.0074949997360494215,0.8465147446095944,0.0008117264091888169,4.557320815082267,0.04063442124669724,0.9587385987213987,0.005059710005466386,45.0,0.7071067811865476,0.03506123369871772,0.0012904324268451393,91.26316815099999,0.5419692949529564,0.0,0.0,10,0.8196645373972864,0.006056424196779842,0.9697602327311288,0.00602512508500935,12535
llm,5,"/home/murats/Documents/local_run_final/Feb03_run5/run_llm_v32,/home/murats/Documents/local_run_final/Feb03_run5/run_llm_v33,/home/murats/Documents/local_run_final/Feb03_run5/run_llm_v34,/home/murats/Documents/local_run_final/Feb03_run5/run_llm_v35,/home/murats/Documents/local_run_final/Feb03_run5/run_llm_v36",12535.0,0.0,50.4,1.5165750888103102,0.955165536497806,0.003861139223080991,562.0,48.399380161320245,0.9491934956570086,0.014782335404144947,0.5831004153688824,0.014447321301617258,0.11774961407055085,0.008668562369972524,0.012003517430275678,0.004545505717817469,0.587830884307623,0.0058083223498279464,3.396988349656026,0.04980070225056715,0.8667349448641277,0.016703408760741254,15.0,2.1213203435596424,0.1729300129701588,0.00712435383838834,11477.657666873933,249.8397739704316,15390.6,241.07841048090557,10,0.47778423509393064,0.019662057966855766,0.5114775114980431,0.01925032834278113,12535
